"CORPORATE_IDENTIFICATION_NUMBER","DATE_OF_REGISTRATION","COMPANY_NAME","COMPANY_STATUS","COMPANY_CLASS","COMPANY_CATEGORY","AUTHORIZED_CAPITAL","PAIDUP_CAPITAL","REGISTERED_STATE","ROC","DESCRIPTION","REGISTERED_OFFICE_ADDRESS","SUB_CATEGORY"
"U51909PY1999PTC001495","10-12-1999","SEMBIYAN RENEWABLE ENERGY EQUIPMENTS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",2.47032822920623e-318,5.92878775009496e-319,"Pondicherry","RoC-Pondicherry","Trading","NO.15, III CROSS STREET,NATESAN NAGAR, PONDICHERRY 605 005. PONDICHERRY 605 005. Pondicherry INDIA 605005","Indian Non-Government Company"
"U51909PY2000PTC001549","8-24-2000","A.T. INDIA EXIM PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",2.47032822920623e-318,2.47032822920623e-318,"Pondicherry","RoC-Pondicherry","Trading","111, IST CROSS,SITHANKUDI ROAD, PONDICHERRY - 605 011 PONDICHERRY - 605 011 Pondicherry INDIA 605011","Indian Non-Government Company"
"U51909PY2000PTC001567","12-7-2000","OZONE TECHNOLOGY PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","NO.14,NEEDARAJAPPAIYER STREET PONDICHERRY - 605 001 PONDICHERRY - 605 001 Pondicherry INDIA 605001","Indian Non-Government Company"
"U51909PY2001PTC001569","1-4-2001","NANDINI TRADING PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","NO.1,ZAMINDAR GARDEN,1ST FLOORPONDICHERRY-605 012. PONDICHERRY - 605 012 Pondicherry INDIA 605012","Indian Non-Government Company"
"U51909PY2001PTC001574","2-22-2001","HOME THEATRE INDIA PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",2.47032822920623e-318,2.47032822920623e-318,"Pondicherry","RoC-Pondicherry","Trading","NO.82,THIRUVALLUVAR SALAI,IST FLOOR NAVEENA ANNEXE BLDG. PONDICHERRY - 605 013 PONDICHERRY - 605 013 Pondicherry INDIA 605013","Indian Non-Government Company"
"U51909PY2001PTC001581","4-3-2001","ANTARES TRADING PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",2.47032822920623e-318,2.47032822920623e-318,"Pondicherry","RoC-Pondicherry","Trading","NO.14,RUE SURCOUF,PONDICHERRY - 605 001 PONDICHERRY - 605 001 Pondicherry INDIA 605001","Indian Non-Government Company"
"U51909PY2001PTC001600","7-13-2001","SRI RAGAVENDRA IMPORT AND EXPORT PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","NO.1, 45 FEET ROAD,VALLALAR HIGH ROAD, VENKATA NAGAR,PONDICHERRY -11 PONDICHERRY - 605 011 Pondicherry INDIA 605011","Indian Non-Government Company"
"U51909PY2001PTC001612","10-23-2001","GKCP EXPORTS PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",9.88131291682493e-319,9.88131291682493e-319,"Pondicherry","RoC-Pondicherry","Trading","NO.43,MUTHUMARAMMAN KOIL ST.,PONDICHERRY-605 001. PONDICHERRY - 605 011 Pondicherry INDIA 605011","Indian Non-Government Company"
"U51909PY2001PTC001615","12-3-2001","RKS TRADE AND EXIM PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","NO.112,THIYAGARAJA STREET,PONDICHERRY - 605 001 PONDICHERRY - 605 001 Pondicherry INDIA 605001","Indian Non-Government Company"
"U51909PY2002PTC001635","2-21-2002","ROMOLI-MUTTINI HOTELS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.69362363549184e-317,4.61753752603229e-317,"Pondicherry","RoC-Pondicherry","Trading","NO.6, RUE DE NOBILI,COLAS NAGAR, PONDICHERRY - 605 001 PONDICHERRY - 605 001 Pondicherry INDIA 605001","Indian Non-Government Company"
"U51909PY2002PTC001642","3-26-2002","FAIR DEAL NETWORLD MARKETING PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","NO.17, IST MAIN ROAD,AVVAI NAGAR, LAWSPET, PONDICHERRY - 605 008 PONDICHERRY - 605 008 Pondicherry INDIA 605008","Indian Non-Government Company"
"U51909PY2002PTC001649","6-20-2002","ADAVAN MULTILEVEL MARKETING PRIVATE LIMITED.","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","NO.4,MARIAMMAN KOIL STREET,ARUMPARTHAPURAM, PONDICHERY - 605 110 PONDICHERRY - 605 110 Pondicherry INDIA 605110","Indian Non-Government Company"
"U51909PY2002PTC001658","9-4-2002","ARUL IMPEX PRIVATE LIMITED.","STRIKE OFF","PRIV","CLSH",9.88131291682493e-319,9.88131291682493e-319,"Pondicherry","RoC-Pondicherry","Trading","NO 210,SUBBAIAH NAGARPONDICHERRY. PONDICHERRY-605 009 Pondicherry INDIA 605009","Indian Non-Government Company"
"U51909PY2002PTC001666","9-30-2002","UNITED PEST AND INSECT CONTROL GROUP (I)PRIVATE LIMITED.","STRIKE OFF","PRIV","CLSH",2.47032822920623e-318,2.47032822920623e-318,"Pondicherry","RoC-Pondicherry","Trading","NO.17,POOKAARA STREETMUTHIALPET PONDICHERRY-605 003 PONDICHERRY-605 003 Pondicherry INDIA 605003","Indian Non-Government Company"
"U51909PY2002PTC001671","11-1-2002","SURIAA MARKFED PRIVATE LIMITED","DORMANT","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","K.R.COMPLEX, SUNDARARAJ NAGAR,100 FEET ROAD MUDALIARPET, PONDICHERRY 605 004. PONDICHERRY 605 001. Pondicherry INDIA 605001","Indian Non-Government Company"
"U51909PY2002PTC001672","11-6-2002","VALUE WINGS ENTERPRISES PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-318,9.88131291682493e-319,"Pondicherry","RoC-Pondicherry","Trading","NO.8, SECOND FLOOR, SIXTH CROSS, SATHYA NAGAR, PUDUCHERRY Pondicherry INDIA 605013","Indian Non-Government Company"
"U51909PY2002PTC001681","12-13-2002","UV TRADING PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","NO.90,DR.SARTHAR VALLABHAIPATEL ROAD.PONDICHERRY-605 001 PONDICHERRY-605 001 Pondicherry INDIA 605001","Indian Non-Government Company"
"U51909PY2003PTC001714","7-4-2003","SELVA'S MARKETING PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",2.47032822920623e-318,2.22329540628561e-318,"Pondicherry","RoC-Pondicherry","Trading","NO.303, M.G. ROAD,PONDICHERRY-605001. 605001. Pondicherry INDIA 605001","Indian Non-Government Company"
"U51909PY2004PTC001791","7-15-2004","VICTOR AND CALIBER ASSOCIATES PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","NO.40, II CROSS, AVVAI NAGAR,PONDICHERRY-8 605008. Pondicherry INDIA 605008","Indian Non-Government Company"
"U51909PY2005PTC001869","5-20-2005","ELAMTHALER NETWORK PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","NO.12, WATER TANK STREET,KEEZAGARAGARAM KILLINJIKUPPAM (P.O) VILLIANUR (VIA) PONDY Pondicherry INDIA","Indian Non-Government Company"
"U51909PY2005PTC001904","9-28-2005","OXYGEN MARKETING INDIA PRIVATE LIMITED","DORMANT","PRIV","CLSH",2.47032822920623e-318,2.47032822920623e-318,"Pondicherry","RoC-Pondicherry","Trading","D.NO.MMC/3-1386,GOVT. HOSPITAL JUNCTION, MAHE-673310. 673310. Pondicherry INDIA 673310","Indian Non-Government Company"
"U51909PY2005PTC001908","10-12-2005","SARATHA LIFESTYLE PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-318,4.94065645841247e-318,"Pondicherry","RoC-Pondicherry","Trading","NO.135, JAWAHARLAL NEHRU STREEPONDICHERRY-605001. 605001. Pondicherry INDIA 605001","Indian Non-Government Company"
"U51909PY2006PTC001976","8-10-2006","HAMISH MAXWELL IMPEX PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","NO 12 III CROSS SURIYA GANDHI NAGAR (NORTH) PONDICHERRY Pondicherry INDIA 605003","Indian Non-Government Company"
"U51909PY2006PTC001977","8-17-2006","CHARLES TRADERS PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,0,"Pondicherry","RoC-Pondicherry","Trading","NO.50, II FLOOR, MARAIMALAI ADGAL SALAI PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U51909PY2006PTC001994","9-20-2006","D.I.D. EXPORT IMPORT PRIVATE LIMITED","ACTIVE","PRIV","CLSH",2.47032822920623e-318,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","2/3, SECOND MAIN ROAD, FOURTH CROSS, VENKATA NAGAR PONDICHERRY Pondicherry INDIA 605011","Indian Non-Government Company"
"U51909PY2007PTC002059","5-24-2007","JAIRAM EXPORTS PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,0,"Pondicherry","RoC-Pondicherry","Trading","36, THIRUVALLUVAR STREET NETHAJI NAGAR 3, MUDALIARPET PONDICHERRY Pondicherry INDIA 605004","Indian Non-Government Company"
"U51909PY2008PTC002122","1-21-2008","KUNKAT EXPORTS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",2.27270197086973e-317,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","169, LAL BAHADUR STREET Pondicherry Pondicherry INDIA 605001","Indian Non-Government Company"
"U51909PY2009PTC002289","4-15-2009","COROMANDEL ART GALLERY PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","30, LOUIS PRAGASAM STREET PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U51909PY2009PTC002395","12-17-2009","SHAH MAJU TRADING PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","NO 29-A LENIN ST ,KOSAPALAYAM PONDICHERRY Pondicherry INDIA 605013","Indian Non-Government Company"
"U51909PY2009PTC002475","10-29-2009","SAAGAA ENTERPRISE PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-318,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","NO.9 ANNA NAGAR 4TH CROSS PUDUCHERRY Pondicherry INDIA 605005","Indian Non-Government Company"
"U51909PY2010PTC002505","10-12-2010","VINTAGE SPIRITS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-318,4.94065645841247e-318,"Pondicherry","RoC-Pondicherry","Trading","MMC.V/683-B NEAR INDIAN BANK MAHE Pondicherry INDIA 673310","Indian Non-Government Company"
"U51909PY2010PTC002510","10-21-2010","SERENO DISTRIBUTION SERVICES PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","4 THIAGOU MUDALIAR STREET PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U51909PY2010PTC002511","10-21-2010","CERTUS DISTRIBUTION SERVICES PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","4 THIAGOU MUDALIAR STREET PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U51909PY2010PTC002512","10-21-2010","ORBIS MARKETING GROUP PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","4 THIAGOU MUDALIAR STREET PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U51909PY2010PTC002528","11-22-2010","SPAIN HEALTH NATURA PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","NO. 47, VYSIAL STREET PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U51909PY2011PLC002653","12-20-2011","AVATAR ENTERPRISE LIMITED","ACTIVE","PUBC","CLSH",4.94065645841247e-318,4.94065645841247e-318,"Pondicherry","RoC-Pondicherry","Trading","No: 18, First Cross, First Floor, Ajeess Nagar Reddiarpalayam PUDUCHERRY Pondicherry INDIA 605010","Indian Non-Government Company"
"U51909PY2011PTC002540","1-12-2011","BABA AGENCY PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","4, CARDINAL NEWMAN STREET, KOLAS NAGAR PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U51909PY2011PTC002547","2-2-2011","FRENCH FOOD SUPPLEMENTS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","NO.8, FIRST FLOOR ESWARAN KOIL STREET PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U51909PY2011PTC002604","6-30-2011","BULLSEYE TRADING AND SERVICES PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","NO.14, Dr. Ambedkar Salai, Saradhambal Many Street Mudaliarpet, Pondicherry Pondicherry INDIA 605004","Indian Non-Government Company"
"U51909PY2012PTC002698","5-15-2012","AMBITION LIFE CARE PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","PLOT NO 14, NEAR 100 FEET ROAD JOHN PAUL NAGAR, MUDALIARPET PONDICHERRY Pondicherry INDIA 605004","Indian Non-Government Company"
"U51909PY2012PTC002718","7-24-2012","PATTU ENTERPRISES PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-318,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","NO.27, 4TH CROSS STREET, KALAIMAGAL NAGAR, DHARMAPURI, PUDUCHERRI Pondicherry INDIA 605009","Indian Non-Government Company"
"U51909PY2012PTC002727","8-13-2012","PEOPLES REAL DREAMS MARKETING PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","NO:1 ,ARASUR MAIN ROAD,SULTHANPET VILLIANOOR PONDICHERRY Pondicherry INDIA 605110","Indian Non-Government Company"
"U51909PY2012PTC002731","8-27-2012","RENAISSANCE INDE PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","NO 42 FRANCOIS MARTIN STREET , KURUSUKUPPAM PUDUCHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U51909PY2014PTC002883","6-12-2014","SHRI DHARA TRADE & CREATIONS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","NO.50-B, FOURTH CROSS STREET EXTENTION RAINBOW NAGAR PONDICHERRY Pondicherry INDIA 605011","Indian Non-Government Company"
"U51909PY2014PTC002913","9-30-2014","ACINUS EXPORTS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-318,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","PLOT NO.7, ANBU NAGAR ACHARIYAPURAM, URUVAIYAR, MANGALAM POST PONDICHERRY Pondicherry INDIA 605110","Indian Non-Government Company"
"U51909PY2014PTC002925","11-20-2014","SRI LAKSHMI DHANISHTHA TRADINGS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",2.47032822920623e-318,2.47032822920623e-318,"Pondicherry","RoC-Pondicherry","Trading","NO 29 PERUMAL NAIDU STREET MUTHIALPET PONDICHERRY Pondicherry INDIA 605003","Indian Non-Government Company"
"U52100PY2011PTC002609","7-26-2011","S V L IMPEX PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","NO 8, SHERMONT STREET NEW SCARED HEART CHURCH, PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U52100PY2011PTC002628","10-11-2011","THE LEADER REFRIGERATION PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","2A, MAIN ROAD THIRUMAL NAGAR PONDICHERRY Pondicherry INDIA 605013","Indian Non-Government Company"
"U52100PY2013PTC002771","1-1-2013","IORANGE KIDS SOLUTIONS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","No.141, 5th Main Road, Mahaveer Nagar, Karuvadikuppam, Lawspet, Pondicherry Pondicherry INDIA 605008","Indian Non-Government Company"
"U52110PY2012PTC002768","12-14-2012","GREEN OLIVES FOODS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",7.4109846876187e-318,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","NO.317, MISSION STREET PUDUCHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U52300PY2010PTC002506","10-13-2010","NEELA KURINJI EXIM PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","COROMANDEL, 52, CANTEEN STREET PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U52300PY2011PTC002543","1-20-2011","AMARAN EXIM PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","No: 76, MAIN ROAD, GOVINDASALAI PONDICHERRY Pondicherry INDIA 605011","Indian Non-Government Company"
"U52300PY2014PTC002927","11-21-2014","HALAL BAZAR PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","NO.50(44), CAZIAR STREET PUDUCHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U52310PY2010PTC002404","1-8-2010","SUBRA SCIENTIFIC PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","NO.54, BALA THANDAYUDHAM STREET, ( BEHIND N.T. MAHAL ), ELLAIPILLAICHAVADY PONDICHERRY Pondicherry INDIA 605005","Indian Non-Government Company"
"U52320PY2009PTC002311","5-26-2009","PONDICHERRY EXPORT AND MARKETING PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","NO.60, GOUBERT AVENUE, PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U52322PY2010PTC002444","4-19-2010","AYESHA FASHION PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-317,4.94065645841247e-317,"Pondicherry","RoC-Pondicherry","Trading","NO 6 ST MARTIN STREET PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U52333PY2009PTC002307","5-14-2009","CANE LAB DESIGN PRIVATE LIMITED","STRIKE OFF","PRIV","CLSH",4.94065645841247e-318,4.94065645841247e-318,"Pondicherry","RoC-Pondicherry","Trading","45B, ROMAIN ROLLAND STREET PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U52341PY2009PTC002284","4-8-2009","S I STEEL TUBES PRIVATE LIMITED","ACTIVE","PRIV","CLSH",9.88131291682493e-318,9.88131291682493e-318,"Pondicherry","RoC-Pondicherry","Trading","55, VAZHUDAVOOR ROAD, NAVASAKTHI NAGAR, PONDICHERRY Pondicherry INDIA 605009","Indian Non-Government Company"
"U52390PY2009PTC002285","4-8-2009","S I STEELS INDIA PRIVATE LIMITED","ACTIVE","PRIV","CLSH",7.4109846876187e-317,5.27909142581372e-317,"Pondicherry","RoC-Pondicherry","Trading","102, VAZHUDAVOOR ROAD, KASTHURIBAI NAGAR, PONDICHERRY Pondicherry INDIA 605010","Indian Non-Government Company"
"U52390PY2011PTC002607","7-22-2011","SUVETHA TRADERS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","NO.6, MARIAMMAN KOIL STREET, VAZHAIKULAM PONDICHERRY Pondicherry INDIA 605012","Indian Non-Government Company"
"U52390PY2011PTC002637","11-8-2011","UNICARE WELLNESS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",7.4109846876187e-319,7.4109846876187e-319,"Pondicherry","RoC-Pondicherry","Trading","192 CHINNA SUBRAYA PILLAI STERRT PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U52390PY2013PTC002802","6-11-2013","NSJ ALLOYS & METALS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",9.88131291682493e-319,9.88131291682493e-319,"Pondicherry","RoC-Pondicherry","Trading","NO-41 JEEVANANDAM STREET KARAIKAL Pondicherry INDIA 609602","Indian Non-Government Company"
"U52393PY2009PTC002276","3-25-2009","JAYA UTOPIA PRIVATE LIMITED","ACTIVE","PRIV","CLSH",1.97626258336499e-318,1.97626258336499e-318,"Pondicherry","RoC-Pondicherry","Trading","NO 66 CHETTY STREET PDUDUCHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U52393PY2009PTC002313","5-26-2009","SO DID JEWELLERY PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","No.30, Villa Sophie, Rue Saint Vincent de Paul Street, Colas Nagar, Pondicherry Pondicherry INDIA 605001","Indian Non-Government Company"
"U52399PY2011PTC002581","5-6-2011","NAYAGI ENTERPRISES PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-318,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","NO.259, FIRST FLOOR LAWSPET MAIN ROAD, PAKKUMUDAIYANPET PUDUCHERRY Pondicherry INDIA 605008","Indian Non-Government Company"
"U52590PY2012PTC002690","3-22-2012","NEWGEN IMPEX PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","NO 8, 21ST CROSS AVVAI NAGAR LAWSPET Pondicherry INDIA 605008","Indian Non-Government Company"
"U52599PY2012PTC002743","9-20-2012","AV SATTVA PRIVATE LIMITED","ACTIVE","PRIV","CLSH",7.4109846876187e-318,4.94065645841247e-322,"Pondicherry","RoC-Pondicherry","Trading","NO.178 & 180 MISSION STREET PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U52602PY2014PTC002866","3-13-2014","JSGR ELECTRONIX INDIA PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","NO 261 JAWAHARLAL NEHRU STREET PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U55100PY2009PTC002306","5-14-2009","MAISON DES ARTS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",2.47032822920623e-318,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","NO.518/196, MAHATMA GANDHI ROAD PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U55100PY2011PTC002651","12-16-2011","SIMAP RESIDENCY PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","14 VANIDASAN ST KAMARAJ NAGAR PONDICHERRY Pondicherry INDIA 605011","Indian Non-Government Company"
"U55100PY2012PTC002679","2-21-2012","HOTEL LA FRANCE PRIVATE LIMITED","ACTIVE","PRIV","CLSH",2.47032822920623e-318,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","NO.133, GINGEE SALAI PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U55100PY2012PTC002701","6-6-2012","KODAI GUEST HOUSE MANAGEMENT PRIVATE LIMITED","ACTIVE","PRIV","CLSH",2.47032822920623e-318,2.47032822920623e-318,"Pondicherry","RoC-Pondicherry","Trading","NO.178, LAL BAHADUR SHASTRI BUSY STREET, PONDICHERRY PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U55100PY2012PTC002765","12-4-2012","EAST COAST LOUNGE PRIVATE LIMITED","ACTIVE","PRIV","CLSH",4.94065645841247e-319,4.94065645841247e-319,"Pondicherry","RoC-Pondicherry","Trading","28, LAL BAHADUR SHASTRI STREET PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U55101PY1981PTC000181","7-10-1981","CHUDIWALA HOTELS PRIVATE LIMITED","STRIKE OFF","PRIV","CLAG",9.88131291682493e-318,1.23516411460312e-320,"Pondicherry","RoC-Pondicherry","Trading","2, UPPALAM ROAD PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
"U55101PY1982PTC000189","2-1-1982","HOTEL SAKTTHI GURU PRIVATE LIMITED","DORMANT","PRIV","CLSH",2.47032822920623e-318,1.60571334898405e-318,"Pondicherry","RoC-Pondicherry","Trading","23 & 24 BRINDAVAN COLONYPONDICHERRY 13 PONDICHERRY 13 Pondicherry INDIA 605013","Indian Non-Government Company"
"U55101PY1982PTC000194","10-30-1982","HOTEL MASS PRIVATE LIMITED","ACTIVE","PRIV","CLSH",2.0997789948253e-316,1.60008100062146e-316,"Pondicherry","RoC-Pondicherry","Trading","MARAIMALAI ADIGAL SALAIORLEANPET, PONDICHERRY 1 ORLEANPET, PONDICHERRY 1 Pondicherry INDIA 605001","Indian Non-Government Company"
"U55101PY1982PTC000198","8-13-1982","PONDY SRI CHANAKYA HOTEL PRIVATE LIMITED","ACTIVE","PRIV","CLSH",2.47032822920623e-317,2.05086649588701e-318,"Pondicherry","RoC-Pondicherry","Trading","114,MUTHIA MUDALIAR STREETMUTHIALPET, PONDICHERRY MUTHIALPET Pondicherry INDIA 605003","Indian Non-Government Company"
"U55101PY1986PTC000419","7-2-1986","SREE ANDAL TEXTILES PVT. LTD.","STRIKE OFF","PRIV","CLSH",2.47032822920623e-318,7.46039125220282e-319,"Pondicherry","RoC-Pondicherry","Trading","R.S NO.84/2 THAVALAKUPPAMCUDDALORE ROAD PONDICHERRY PONDICHERRY Pondicherry INDIA 605007","Indian Non-Government Company"
"U55101PY1990PTC000704","11-5-1990","ANANDHA INN PRIVATE LIMITED","ACTIVE","PRIV","CLSH",1.97626258336499e-316,1.97626258336499e-316,"Pondicherry","RoC-Pondicherry","Trading","ANANDHA THEATRE PREMISESSARDAR VALLABHAI PATEL ROAD PONDICHERRY PONDICHERRY Pondicherry INDIA 605001","Indian Non-Government Company"
